AÑO,MES,CODIGO_SECTOR_N1,PROVINCIA,CANTON,VENTAS_NETAS_TARIFA_GRAVADA,VENTAS_NETAS_TARIFA_0,VENTAS_NETAS_TARIFA_VARIABLE,VENTAS_NETAS_TARIFA_5,EXPORTACIONES,COMPRAS_NETAS_TARIFA_GRAVADA,COMPRAS_NETAS_TARIFA_0,IMPORTACIONES,COMPRAS_RISE,TOTAL_VENTAS,TOTAL_COMPRAS
2025,1,9,PICHINCHA,QUITO,"36631,46",0,0,0,0,"55312,93","994,98",0,"1656,58","36631,46","57964,49"
2025,1,A,AZUAY,SEVILLA DE ORO,0,0,0,0,0,"30,54","23143,69",0,0,0,"23174,23"
2025,1,A,ESMERALDAS,LA CONCORDIA,"3615,33",0,0,0,0,"398,57","12,1",0,0,"3615,33","410,67"
2025,1,A,ORELLANA,AGUARICO,"0,01",0,0,0,0,"38,75",0,0,0,"0,01","38,75"
2025,1,B,AZUAY,GIRON,"15544,4",0,0,"15544,4",0,"5855,7","2035,9",0,0,"15544,4","7891,6"
2025,1,B,AZUAY,GUALACEO,"121473,33",0,0,"121473,33",0,"34329,93","8585,41",0,"63,05","121473,33","42978,39"
2025,1,B,AZUAY,PAUTE,"40134,44",0,0,"40134,44",0,"6296,54","955,13",0,0,"40134,44","7251,67"
2025,1,B,AZUAY,SIGSIG,2000,0,0,0,0,3290,0,0,0,2000,3290
2025,1,B,BOLIVAR,SAN MIGUEL,"84481,55",0,0,"84481,55",0,"3180,41",0,0,0,"84481,55","3180,41"
2025,1,B,CAÑAR,AZOGUES,"345970,9",0,0,"332851,51",0,"111355,68","38527,1",0,"5248,4","345970,9","155131,18"
2025,1,B,CAÑAR,EL TAMBO,"1723,85",0,0,0,0,"5385,26",0,0,0,"1723,85","5385,26"
2025,1,B,CARCHI,ESPEJO,"0,01",0,0,0,0,0,0,0,0,"0,01",0
2025,1,B,CARCHI,MIRA,10,0,0,0,0,8,0,0,0,10,8
2025,1,B,CARCHI,TULCAN,"1159,28",0,0,"1081,57","1582817,66","391024,19","302832,1",0,"16815,37","1583976,94","710671,66"
2025,1,B,CHIMBORAZO,CHAMBO,"2703,1",0,0,"2703,1",0,"358,16","65,27",0,0,"2703,1","423,43"
2025,1,B,CHIMBORAZO,GUANO,"40034,11",0,0,"39922,8",0,"12000,78","16226,47",0,0,"40034,11","28227,25"
2025,1,B,COTOPAXI,PANGUA,0,0,0,0,0,880,0,0,0,0,880
2025,1,B,COTOPAXI,SALCEDO,"16103,55",0,0,"13705,89",0,"19030,49",666,0,0,"16103,55","19696,49"
2025,1,B,COTOPAXI,SIGCHOS,0,0,0,0,0,"60838,59","86479,26",0,0,0,"147317,85"
2025,1,B,EL ORO,HUAQUILLAS,"18824,73",0,0,0,0,"26166,66","963,42",0,0,"18824,73","27130,08"
2025,1,B,EL ORO,MARCABELI,"60723,28",0,0,0,0,"28544,35","2951,5",0,920,"60723,28","32415,85"
2025,1,B,GALAPAGOS,SAN CRISTOBAL,"0,01",0,0,0,0,0,0,0,0,"0,01",0
2025,1,B,GUAYAS,BALAO,0,0,0,0,0,"1447,47",0,0,0,0,"1447,47"
2025,1,B,GUAYAS,DAULE,"445329,06",0,0,"355984,54","2368299,31","950182,72",245104,0,"14993,21","2813628,37","1210279,93"
2025,1,B,GUAYAS,DURAN,35140,0,0,0,0,"51361,78","29307,96",0,0,35140,"80669,74"
2025,1,B,GUAYAS,MILAGRO,50,0,0,0,0,"48,97","13,56",0,0,50,"62,53"
2025,1,B,GUAYAS,NARANJAL,"375,01",0,0,0,0,"34532,83","1197,39",0,0,"375,01","35730,22"
2025,1,B,GUAYAS,PEDRO CARBO,3150,0,0,0,0,"8168,25","206,94",0,0,3150,"8375,19"
2025,1,B,GUAYAS,SAN JACINTO DE YAGUACHI,"367624,07",0,0,"367624,07",0,"156920,54","155739,63",0,2349,"367624,07","315009,17"
2025,1,B,IMBABURA,ANTONIO ANTE,"19789,48",0,0,"18689,48",0,"11411,51","74,86",0,"73,01","19789,48","11559,38"
2025,1,B,LOJA,CELICA,"1500,1",0,0,0,0,1430,67,0,0,"1500,1",1497
2025,1,B,LOJA,CHAGUARPAMBA,0,0,0,0,0,"12,92",0,0,0,0,"12,92"
2025,1,B,LOS RIOS,QUEVEDO,"4602,48",0,0,0,0,0,"1870,2",0,0,"4602,48","1870,2"
2025,1,B,MANABI,PEDERNALES,0,0,0,0,0,"155,07",0,0,0,0,"155,07"
2025,1,B,MANABI,SUCRE,47679,0,0,"30689,89",0,"12122,2","3907,28",0,"2432,45",47679,"18461,93"
2025,1,B,MORONA SANTIAGO,SUCUA,"0,01",0,0,0,0,100,0,0,0,"0,01",100
2025,1,B,NAPO,ARCHIDONA,"660,31",0,0,0,0,"16336,8","1124,44",0,0,"660,31","17461,24"
2025,1,B,NAPO,CARLOS JULIO AROSEMENA TOLA,"0,01",0,0,0,0,"5797,9","20872,85",0,0,"0,01","26670,75"
2025,1,B,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,0,0,0,0,0,"168,1","14,6",0,0,0,"182,7"
2025,1,B,SUCUMBIOS,GONZALO PIZARRO,16800,0,0,0,0,"526,69",0,0,0,16800,"526,69"
2025,1,B,SUCUMBIOS,PUTUMAYO,"1165,5",0,0,0,0,"4081,63","1186,06",0,0,"1165,5","5267,69"
2025,1,B,TUNGURAHUA,BAÑOS DE AGUA SANTA,"276,19",0,0,"276,19",0,"899,94","111,17",0,0,"276,19","1011,11"
2025,1,B,ZAMORA CHINCHIPE,PALANDA,2852,0,0,0,0,"156672,38","52661,28",0,0,2852,"209333,66"
2025,1,B,ZAMORA CHINCHIPE,YACUAMBI,"7603,18",0,0,0,0,"6148,08","384,42",0,0,"7603,18","6532,5"
2025,1,C,AZUAY,EL PAN,5,0,0,0,0,"240,18","396,19",0,0,5,"636,37"
2025,1,C,AZUAY,SEVILLA DE ORO,0,0,0,0,0,"454,56",0,0,0,0,"454,56"
2025,1,C,CAÑAR,SUSCAL,20,0,0,0,0,0,0,0,0,20,0
2025,1,C,EL ORO,ATAHUALPA,"701,44",0,0,0,0,"1358,05",0,0,0,"701,44","1358,05"
2025,1,C,EL ORO,CHILLA,"514,75",0,0,0,0,"20,35","84,96",0,0,"514,75","105,31"
2025,1,C,EL ORO,LAS LAJAS,0,0,0,0,0,"28659,95",35,0,0,0,"28694,95"
2025,1,C,SUCUMBIOS,SUCUMBIOS,"0,02",0,0,0,0,"0,01","241,96",0,0,"0,02","241,97"
2025,1,D,AZUAY,GIRON,0,0,0,0,0,"2073,53",0,0,0,0,"2073,53"
2025,1,D,AZUAY,GUALACEO,28555,0,0,0,0,"11080,26","201,99",0,185,28555,"11467,25"
2025,1,D,AZUAY,SANTA ISABEL,"0,01",0,0,0,0,995,138,0,0,"0,01",1133
2025,1,D,BOLIVAR,GUARANDA,"4878,15",0,0,0,0,"1206,57",0,0,4000,"4878,15","5206,57"
2025,1,D,CAÑAR,LA TRONCAL,593,0,0,0,0,"244,55",0,0,0,593,"244,55"
2025,1,D,CARCHI,MONTUFAR,10,0,0,0,0,0,0,0,0,10,0
2025,1,D,CARCHI,SAN PEDRO DE HUACA,0,0,0,0,0,"242,43","848,61",0,0,0,"1091,04"
2025,1,D,CHIMBORAZO,COLTA,5000,0,0,0,0,"187,01",0,0,0,5000,"187,01"
2025,1,D,EL ORO,ARENILLAS,"1603,38",0,0,0,0,"3036,8","675,5",0,0,"1603,38","3712,3"
2025,1,D,EL ORO,EL GUABO,0,0,0,0,0,"1049,89",0,0,0,0,"1049,89"
2025,1,D,EL ORO,PASAJE,0,0,0,0,0,"4470,88",26,0,0,0,"4496,88"
2025,1,D,EL ORO,PIÑAS,10,0,0,0,0,0,0,0,0,10,0
2025,1,D,ESMERALDAS,ELOY ALFARO,"0,01",0,0,0,0,0,0,0,0,"0,01",0
2025,1,D,ESMERALDAS,MUISNE,"2887,06",0,0,0,0,"2714,55",0,0,0,"2887,06","2714,55"
2025,1,D,ESMERALDAS,QUININDE,"290,87",0,0,0,0,"6532,23","1232,45",0,"143,9","290,87","7908,58"
2025,1,D,GALAPAGOS,SANTA CRUZ,2778,0,0,0,0,"248,9",150,0,860,2778,"1258,9"
2025,1,D,GUAYAS,BALZAR,"0,01",0,0,0,0,0,0,0,0,"0,01",0
2025,1,D,GUAYAS,NARANJITO,"3106,96",0,0,0,0,"531,78","23,11",0,0,"3106,96","554,89"
2025,1,D,GUAYAS,NOBOL,0,0,0,0,0,"106,74","62,72",0,0,0,"169,46"
2025,1,D,GUAYAS,PLAYAS,"281700,92",0,0,0,0,"199258,18","11913,93",0,"4717,15","281700,92","215889,26"
2025,1,D,GUAYAS,SALITRE,"0,01",0,0,0,0,"0,01",0,0,0,"0,01","0,01"
2025,1,D,IMBABURA,COTACACHI,0,0,0,0,0,"222,22",0,0,0,0,"222,22"
2025,1,D,IMBABURA,OTAVALO,0,0,0,0,0,0,"19,24",0,0,0,"19,24"
2025,1,D,IMBABURA,SAN MIGUEL DE URCUQUI,0,0,0,0,0,"1,63","73148,39",0,0,0,"73150,02"
2025,1,D,LOJA,SARAGURO,100,0,0,0,0,"6420,04","87,85",0,0,100,"6507,89"
2025,1,D,LOJA,ZAPOTILLO,0,0,0,0,0,"1172,8",277,0,0,0,"1449,8"
2025,1,D,LOS RIOS,QUEVEDO,3884,0,0,0,0,"3859,98","149,79",0,0,3884,"4009,77"
2025,1,D,MORONA SANTIAGO,GUALAQUIZA,"0,01",0,0,0,0,0,0,0,0,"0,01",0
2025,1,D,MORONA SANTIAGO,LIMON - INDANZA,"2,5",0,0,0,0,0,0,0,0,"2,5",0
2025,1,D,MORONA SANTIAGO,PALORA,1,0,0,0,0,0,0,0,0,1,0
2025,1,D,MORONA SANTIAGO,SANTIAGO,0,0,0,0,0,"0,51",0,0,0,0,"0,51"
2025,1,D,NAPO,EL CHACO,10,0,0,0,0,0,0,0,0,10,0
2025,1,D,ORELLANA,ORELLANA,"20,01",0,0,0,0,"2000,86",80,0,0,"20,01","2080,86"
2025,1,D,PASTAZA,PASTAZA,"0,03",0,0,0,0,"1885,56",0,0,0,"0,03","1885,56"
2025,1,D,PICHINCHA,RUMIÑAHUI,0,0,0,0,0,"11189,97",350,0,0,0,"11539,97"
2025,1,D,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,"4546,33",0,0,0,0,"4236,89",0,0,0,"4546,33","4236,89"
2025,1,D,SUCUMBIOS,CUYABENO,0,0,0,0,0,"237,73","113,53",0,0,0,"351,26"
2025,1,D,SUCUMBIOS,LAGO AGRIO,"118557,53",0,0,0,0,"102268,86","5384,84","1258,84","352,5","118557,53","109265,04"
2025,1,D,SUCUMBIOS,SHUSHUFINDI,"3377,47",0,0,0,0,"1786,65",166,0,0,"3377,47","1952,65"
2025,1,D,TUNGURAHUA,SAN PEDRO DE PELILEO,"5944,3",0,0,0,0,"6210,05",0,0,0,"5944,3","6210,05"
2025,1,D,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,0,0,0,0,0,"1045,11",0,0,0,0,"1045,11"
2025,1,D,ZAMORA CHINCHIPE,CHINCHIPE,0,0,0,0,0,"500,82",0,0,0,0,"500,82"
2025,1,D,ZAMORA CHINCHIPE,PALANDA,10,0,0,0,0,0,0,0,0,10,0
2025,1,D,ZAMORA CHINCHIPE,ZAMORA,0,0,0,0,0,"5461,52","288,51",0,"961,5",0,"6711,53"
2025,1,E,AZUAY,SEVILLA DE ORO,"0,01",0,0,0,0,"1015,46",0,0,"3796,31","0,01","4811,77"
2025,1,E,CHIMBORAZO,COLTA,"0,01",0,0,0,0,0,0,0,0,"0,01",0
2025,1,E,COTOPAXI,PANGUA,0,0,0,0,0,"395,36","75,15",0,42,0,"512,51"
2025,1,E,GALAPAGOS,ISABELA,654,0,0,0,0,348,101,0,0,654,449
2025,1,E,GALAPAGOS,SAN CRISTOBAL,"0,01",0,0,0,0,0,0,0,0,"0,01",0
2025,1,E,GUAYAS,BALZAR,"10387,61",0,0,0,0,"3631,27","277,58",0,0,"10387,61","3908,85"
2025,1,E,GUAYAS,COLIMES,10,0,0,0,0,0,0,0,0,10,0
2025,1,E,GUAYAS,CORONEL MARCELINO MARIDUEÑA,9178,0,0,0,0,"6554,87","3274,48",0,0,9178,"9829,35"
2025,1,E,GUAYAS,SAN JACINTO DE YAGUACHI,"503,5",0,0,0,0,"619,31",28,0,0,"503,5","647,31"
2025,1,E,GUAYAS,SIMON BOLIVAR,0,0,0,0,0,"3528,02",70,0,0,0,"3598,02"
2025,1,E,LOS RIOS,QUEVEDO,"0,01",0,0,0,0,"118836,21","5855,27",0,"183,25","0,01","124874,73"
2025,1,E,LOS RIOS,QUINSALOMA,0,0,0,0,0,"1954,91",438,0,"73,5",0,"2466,41"
2025,1,E,LOS RIOS,URDANETA,83304,0,0,0,0,"24529,21","78,3",0,72,83304,"24679,51"
2025,1,E,LOS RIOS,VINCES,5950,0,0,0,0,"2345,09","551,89",0,0,5950,"2896,98"
2025,1,E,MANABI,BOLIVAR,0,0,0,0,0,"17,46",0,0,0,0,"17,46"
2025,1,E,MANABI,SANTA ANA,"0,01",0,0,0,0,"5001,65","39,74",0,0,"0,01","5041,39"
2025,1,E,NAPO,ARCHIDONA,"17391,3",0,0,0,0,"15552,58",2000,0,0,"17391,3","17552,58"
2025,1,E,NAPO,CARLOS JULIO AROSEMENA TOLA,"7063,75",0,0,0,0,10000,0,0,0,"7063,75",10000
2025,1,E,NAPO,EL CHACO,"52243,3",0,0,0,0,"391,47","26,5",0,0,"52243,3","417,97"
2025,1,E,SUCUMBIOS,CUYABENO,0,0,0,0,0,"459,01",0,0,0,0,"459,01"
2025,1,E,SUCUMBIOS,GONZALO PIZARRO,0,0,0,0,0,"29,13",0,0,0,0,"29,13"
2025,1,F,AZUAY,CHORDELEG,"3049,48",0,0,0,0,"36419,56","1009,11",0,5237,"3049,48","42665,67"
2025,1,F,AZUAY,EL PAN,"7186,52",0,0,0,0,"702,13","437,73",0,"108,5","7186,52","1248,36"
2025,1,F,AZUAY,GIRON,"12351,79",0,0,0,0,"3482,27",0,0,0,"12351,79","3482,27"
2025,1,F,AZUAY,NABON,11130,0,0,0,0,"36191,81","10568,81",0,0,11130,"46760,62"
2025,1,F,AZUAY,OÑA,"2738,92",0,0,0,0,"2008,12","13,78",0,0,"2738,92","2021,9"
2025,1,F,AZUAY,SAN FERNANDO,"4722,69",0,0,0,0,"3047,57","298,1",0,0,"4722,69","3345,67"
2025,1,F,AZUAY,SEVILLA DE ORO,"24778,62",0,0,0,0,"24007,51",6526,0,"14628,56","24778,62","45162,07"
2025,1,F,CARCHI,SAN PEDRO DE HUACA,"479,36",0,0,0,0,"1361,95",0,0,"3,5","479,36","1365,45"
2025,1,F,CHIMBORAZO,CHAMBO,"7591,32",0,0,0,0,"6847,38",0,0,"39,96","7591,32","6887,34"
2025,1,F,CHIMBORAZO,PALLATANGA,"287907,11",0,0,0,0,"31986,89","1369,82",0,"3357,92","287907,11","36714,63"
2025,1,F,COTOPAXI,SIGCHOS,"10,01",0,0,0,0,"78580,45","3038,01",0,800,"10,01","82418,46"
2025,1,F,EL ORO,ATAHUALPA,"2885,5",0,0,0,0,"12540,57","858,42",0,0,"2885,5","13398,99"
2025,1,F,EL ORO,BALSAS,"13402,33",0,0,"0,01",0,"4321,54",0,0,0,"13402,33","4321,54"
2025,1,F,EL ORO,CHILLA,"853,04",0,0,0,0,"161,22",0,0,0,"853,04","161,22"
2025,1,F,EL ORO,LAS LAJAS,"27177,78",0,0,0,0,"11914,21","140,75",0,2500,"27177,78","14554,96"
2025,1,F,EL ORO,PORTOVELO,"84190,43",0,0,0,0,"34938,46","37240,77",0,"20036,75","84190,43","92215,98"
2025,1,F,GUAYAS,COLIMES,70,0,0,0,0,500,0,0,0,70,500
2025,1,F,LOJA,CALVAS,"4514,34",0,0,0,0,"77219,04","8804,79",0,"648,25","4514,34","86672,08"
2025,1,F,LOJA,CHAGUARPAMBA,"700,01",0,0,0,0,"157539,84","5880,7",0,4167,"700,01","167587,54"
2025,1,F,LOJA,PALTAS,"81495,2",0,0,0,0,"91915,17","10765,06",0,0,"81495,2","102680,23"
2025,1,F,LOJA,QUILANGA,"5451,37",0,0,0,0,"59953,83","3954,19",0,"1752,45","5451,37","65660,47"
2025,1,F,LOJA,SOZORANGA,"4093,46",0,0,0,0,"1700,63",0,0,0,"4093,46","1700,63"
2025,1,F,MANABI,FLAVIO ALFARO,"9332,54",0,0,0,0,"18490,88",1576,0,8300,"9332,54","28366,88"
2025,1,F,MANABI,JUNIN,"120428,85",0,0,0,0,"37499,28","17324,23",0,"253,03","120428,85","55076,54"
2025,1,F,ORELLANA,AGUARICO,"1466,91",0,0,0,0,"69840,25","9360,85",0,0,"1466,91","79201,1"
2025,1,F,TUNGURAHUA,QUERO,"11946,5",0,0,0,0,"20765,28","1381,43","129,35","104,45","11946,5","22380,51"
2025,1,H,EL ORO,LAS LAJAS,"1312,5",0,0,0,0,"1576,93",0,0,0,"1312,5","1576,93"
2025,1,H,LOJA,OLMEDO,900,0,0,0,0,500,0,0,0,900,500
2025,1,H,MORONA SANTIAGO,HUAMBOYA,0,0,0,0,0,"1245,74",0,0,0,0,"1245,74"
2025,1,H,ZAMORA CHINCHIPE,YACUAMBI,0,0,0,0,0,"947,96","2280,27",0,0,0,"3228,23"
2025,1,I,AZUAY,GUACHAPALA,"1644,44",0,0,0,0,1201,0,0,0,"1644,44",1201
2025,1,I,AZUAY,SAN FERNANDO,"7507,12",0,0,0,0,"30577,35","4130,84",0,0,"7507,12","34708,19"
2025,1,I,AZUAY,SEVILLA DE ORO,"4414,35",0,0,0,0,"8143,53","15779,43",0,0,"4414,35","23922,96"
2025,1,I,CAÑAR,DELEG,"4525,17",0,"3827,72",0,0,"683,36",2362,0,0,"4525,17","3045,36"
2025,1,I,CARCHI,BOLIVAR,"8074,65",0,0,"459,48",0,"6187,99","426,64",0,0,"8074,65","6614,63"
2025,1,I,EL ORO,ATAHUALPA,0,0,0,0,0,"242,94","62,21",0,0,0,"305,15"
2025,1,I,EL ORO,LAS LAJAS,"474,21",0,0,0,0,"2892,39","801,72",0,0,"474,21","3694,11"
2025,1,I,ESMERALDAS,LA CONCORDIA,"5082,53",0,0,0,0,"1401,42","1149,52",0,"652,75","5082,53","3203,69"
2025,1,I,GUAYAS,ISIDRO AYORA,"5604,15",0,0,0,0,"1531,64","1010,62",0,0,"5604,15","2542,26"
2025,1,I,LOJA,CHAGUARPAMBA,"2036,87",0,0,0,0,"2932,75","1706,86",0,0,"2036,87","4639,61"
2025,1,I,LOJA,QUILANGA,"100,89",0,0,0,0,0,0,0,75,"100,89",75
2025,1,I,MORONA SANTIAGO,PABLO SEXTO,"0,01",0,0,0,0,"1979,7","1142,77",0,0,"0,01","3122,47"
2025,1,I,SUCUMBIOS,SUCUMBIOS,"1145,1",0,0,0,0,1579,"58,9",0,0,"1145,1","1637,9"
2025,1,I,ZAMORA CHINCHIPE,PAQUISHA,3050,0,0,0,0,"2876,99","223,18",0,0,3050,"3100,17"
2025,1,J,AZUAY,GIRON,"60847,25",0,0,0,0,"39908,39","6395,07",0,"3832,75","60847,25","50136,21"
2025,1,J,AZUAY,OÑA,30,0,0,0,0,"48,19",0,0,0,30,"48,19"
2025,1,J,AZUAY,SAN FERNANDO,"723,91",0,0,0,0,"496,94",0,0,0,"723,91","496,94"
2025,1,J,AZUAY,SANTA ISABEL,"22031,71",0,0,0,0,"36609,49","1211,68",0,0,"22031,71","37821,17"
2025,1,J,AZUAY,SIGSIG,"81475,71",0,0,0,0,"60130,16","2271,57",0,0,"81475,71","62401,73"
2025,1,J,BOLIVAR,CHILLANES,"2931,78",0,0,0,0,"4513,57",0,0,0,"2931,78","4513,57"
2025,1,J,CAÑAR,DELEG,"939,86",0,0,0,0,"307,58",10,0,0,"939,86","317,58"
2025,1,J,CAÑAR,EL TAMBO,"2734,51",0,0,0,0,"2310,76",0,0,0,"2734,51","2310,76"
2025,1,J,CARCHI,BOLIVAR,"27719,6",0,0,0,0,"21638,08","986,13",0,0,"27719,6","22624,21"
2025,1,J,CARCHI,SAN PEDRO DE HUACA,1120,0,0,0,0,"457,27","167,68",0,0,1120,"624,95"
2025,1,J,CHIMBORAZO,CHAMBO,"4166,22",0,0,0,0,"3860,88",0,0,0,"4166,22","3860,88"
2025,1,J,CHIMBORAZO,CHUNCHI,"36288,93",0,0,0,0,"18985,6","2131,94",0,0,"36288,93","21117,54"
2025,1,J,CHIMBORAZO,COLTA,"69481,75",0,0,0,0,"64242,81","63,79",0,0,"69481,75","64306,6"
2025,1,J,CHIMBORAZO,PALLATANGA,"14051,98",0,0,0,0,"13841,25",0,0,0,"14051,98","13841,25"
2025,1,J,CHIMBORAZO,PENIPE,"540,22",0,0,0,0,0,0,0,0,"540,22",0
2025,1,J,COTOPAXI,SIGCHOS,"0,01",0,0,0,0,"2145,09","873,21",0,0,"0,01","3018,3"
2025,1,J,EL ORO,ATAHUALPA,"2967,98",0,0,0,0,"2185,78","1,12",0,0,"2967,98","2186,9"
2025,1,J,EL ORO,CHILLA,"598,18",0,0,0,0,"432,34","93,14",0,0,"598,18","525,48"
2025,1,J,EL ORO,MARCABELI,"4850,15",0,0,0,0,"12903,63","452,71",0,0,"4850,15","13356,34"
2025,1,J,EL ORO,PIÑAS,"221849,36",0,0,0,0,"134287,45","9634,79",0,319,"221849,36","144241,24"
2025,1,J,EL ORO,PORTOVELO,"35558,44",0,0,0,0,"18191,36","1607,34",0,"595,25","35558,44","20393,95"
2025,1,J,EL ORO,SANTA ROSA,"44612,71",0,0,0,0,"39042,46","2540,03",0,0,"44612,71","41582,49"
2025,1,J,GUAYAS,ALFREDO BAQUERIZO MORENO,"477,11",0,0,0,0,"214,7",0,0,0,"477,11","214,7"
2025,1,J,GUAYAS,BALAO,"17510,65",0,0,0,0,"18824,7","287,62","88565,94",0,"17510,65","107678,26"
2025,1,J,GUAYAS,CORONEL MARCELINO MARIDUEÑA,150,0,0,0,3025,"256,95",0,0,0,3175,"256,95"
2025,1,J,GUAYAS,ISIDRO AYORA,"11758,45",0,0,0,0,"6997,72","159,47",0,0,"11758,45","11022,19"
2025,1,J,GUAYAS,LOMAS DE SARGENTILLO,"7330,03",0,0,0,0,"6243,13",0,0,0,"7330,03","6243,13"
2025,1,J,GUAYAS,NOBOL,"5575,97",0,0,0,0,"2039,23","8,69",0,0,"5575,97","2047,92"
2025,1,J,GUAYAS,PALESTINA,"3234,91",0,0,0,0,"3611,16",0,0,0,"3234,91","3611,16"
2025,1,J,GUAYAS,SANTA LUCIA,"101540,98",0,0,0,0,"85901,21","886,3",0,0,"101540,98","86787,51"
2025,1,J,GUAYAS,SIMON BOLIVAR,"5748,53",0,0,0,0,"5534,6",90,0,0,"5748,53","5624,6"
2025,1,J,IMBABURA,PIMAMPIRO,"129,14",0,0,0,0,"1586,48","348,47",0,0,"129,14","1934,95"
2025,1,J,IMBABURA,SAN MIGUEL DE URCUQUI,"146,5",0,0,0,0,"41,6","53,84",0,0,"146,5","95,44"
2025,1,J,LOJA,CALVAS,"73316,06",0,0,0,0,"76106,62","2211,94",0,0,"73316,06","78318,56"
2025,1,J,LOJA,ESPINDOLA,"45633,08",0,0,0,0,"23988,12","255,03",0,0,"45633,08","24243,15"
2025,1,J,LOJA,GONZANAMA,"1124,51",0,0,0,0,"1933,19",0,0,0,"1124,51","1933,19"
2025,1,J,LOJA,OLMEDO,690,0,0,0,0,"613,18",0,0,0,690,"613,18"
2025,1,J,LOJA,PALTAS,"45125,58",0,0,0,0,"32678,37","1728,81",0,"203,5","45125,58","34610,68"
2025,1,J,LOJA,PINDAL,"165,21",0,0,0,0,"135,38","69,29",0,0,"165,21","204,67"
2025,1,J,LOJA,PUYANGO,"61598,34",0,0,0,0,"58091,38","2108,98",0,332,"61598,34","60532,36"
2025,1,J,LOJA,QUILANGA,"521,5",0,0,0,0,"108,43",0,0,0,"521,5","108,43"
2025,1,J,LOJA,ZAPOTILLO,"13510,41",0,0,0,0,"11613,58","3628,13",0,"60,3","13510,41","15302,01"
2025,1,J,LOS RIOS,BUENA FE,"151339,7",0,0,0,0,"137202,5","36903,92",0,30,"151339,7","174136,42"
2025,1,J,LOS RIOS,MOCACHE,"20538,4",0,0,0,0,"13310,42",0,0,0,"20538,4","13310,42"
2025,1,J,LOS RIOS,PALENQUE,"0,11",0,0,0,0,"0,1",0,0,0,"0,11","0,1"
2025,1,J,LOS RIOS,VENTANAS,"386807,2",0,0,0,0,"195223,82","9890,46",0,"6804,52","386807,2","211918,8"
2025,1,J,LOS RIOS,VINCES,"38388,4",0,0,0,0,"21103,86","2424,4",0,0,"38388,4","23528,26"
2025,1,J,MANABI,FLAVIO ALFARO,"5614,4",0,0,0,0,"21669,99","601,86",0,0,"5614,4","22271,85"
2025,1,J,MANABI,JAMA,"6152,12",0,0,0,0,"7195,99","398,58",0,0,"6152,12","7594,57"
2025,1,J,MANABI,JARAMIJO,"24752,76",0,0,0,0,"19906,62","2034,48",0,"76,5","24752,76","22017,6"
2025,1,J,MANABI,JUNIN,"13107,91",0,0,0,0,"8511,12","136,03",0,"1043,99","13107,91","9691,14"
2025,1,J,MANABI,PUERTO LOPEZ,"53305,24",0,0,0,0,"30653,31","2390,28",0,0,"53305,24","33043,59"
2025,1,J,MANABI,SAN VICENTE,"2072,03",0,0,0,0,"1011,28","59,01",0,150,"2072,03","1220,29"
2025,1,J,MANABI,SANTA ANA,"3859,54",0,0,0,0,"6346,39","162,98",0,0,"3859,54","6509,37"
2025,1,J,MORONA SANTIAGO,GUALAQUIZA,"22182,82",0,0,0,0,"27946,3","1230,75",0,"2392,75","22182,82","31569,8"
2025,1,J,MORONA SANTIAGO,LIMON - INDANZA,"3514,1",0,0,0,0,"8509,12",1908,0,0,"3514,1","10417,12"
2025,1,J,MORONA SANTIAGO,PABLO SEXTO,"1590,31",0,0,0,0,"1695,27",0,0,0,"1590,31","1695,27"
2025,1,J,MORONA SANTIAGO,PALORA,"87,48",0,0,0,0,0,0,0,0,"87,48",0
2025,1,J,MORONA SANTIAGO,TAISHA,"6635,34",0,0,0,"8666,66","11978,02","4629,56",0,1815,15302,"18422,58"
2025,1,J,NAPO,ARCHIDONA,"7755,78",0,0,0,0,"7531,41","110,59",0,0,"7755,78",7642
2025,1,J,NAPO,CARLOS JULIO AROSEMENA TOLA,1700,0,0,0,0,1650,0,0,0,1700,1650
2025,1,J,NAPO,EL CHACO,"9145,04",0,0,0,0,"6715,61","666,91",0,0,"9145,04","7382,52"
2025,1,J,ORELLANA,AGUARICO,0,0,0,0,0,"485,49","276,16",0,0,0,"761,65"
2025,1,J,ORELLANA,LORETO,"15202,84",0,0,0,0,"7371,62",75,0,0,"15202,84","7446,62"
2025,1,J,PASTAZA,SANTA CLARA,"8496,54",0,0,0,0,"7537,44","485,7",0,"3407,17","8496,54","11430,31"
2025,1,J,PICHINCHA,PEDRO MONCAYO,"10034,69",0,0,0,0,"3499,01","325,96",0,18,"10034,69","3842,97"
2025,1,J,PICHINCHA,PEDRO VICENTE MALDONADO,"618903,75",0,0,0,0,"308330,45","23658,28",0,"7277,02","618903,75","339265,75"
2025,1,J,PICHINCHA,SAN MIGUEL DE LOS BANCOS,"5573,04",0,0,0,0,"4389,45","261,85",0,0,"5573,04","4651,3"
2025,1,J,SUCUMBIOS,SHUSHUFINDI,"87618,04",0,0,0,0,"116674,49","7621,72",0,"2086,85","87618,04","126383,06"
2025,1,J,TUNGURAHUA,PATATE,"15081,76",0,0,0,0,"43804,97","81,18",0,0,"15081,76","43886,15"
2025,1,J,TUNGURAHUA,TISALEO,"0,02",0,"0,01",0,0,0,0,0,0,"0,02",0
